age;gender;maritalStatus;education;employmentStatus;occupationSector;dependents;homeOwnership;hasMortgage;annualIncome;loanType;purpose;loanAmount;termMonths;interestRate;ltv;dti;previousLoansCount;previousDefaultsCount;target_PD;default
37;Mujer;Divorciado;Posgrado;Indefinido;Construccion;1;Alquiler;No;65825.06;Auto;Compra_Vehiculo;21949.07;73;0.0425;0.0;0.0623;2;0;0.00146;0
41;Hombre;Casado;Posgrado;Temporal;Educacion;2;Propia_Hipoteca;Si;19710.02;Hipotecario;Reforma_Vivienda;100331.18;351;0.0291;0.5067;0.2587;4;0;0.004705;0
55;Hombre;Casado;Secundaria;Funcionario;Salud;4;Propia_Pagada;No;35845.96;Hipotecario;Compra_Vivienda;142480.92;254;0.0385;0.4729;0.2749;2;0;0.000895;0
51;Mujer;Casado;Grado;Indefinido;Otros;0;Alquiler;No;5233.31;Consumo;Viajes;1745.63;8;0.0715;0.0;0.5139;5;0;0.003721;0
51;Mujer;Viudo;Posgrado;Indefinido;Construccion;0;Propia_Pagada;No;85655.0;Auto;Compra_Vehiculo;60000.0;82;0.0644;0.0;0.127;0;2;0.004886;0
43;Hombre;Viudo;Grado;Indefinido;Hosteleria;2;Alquiler;No;7831.61;Personal;Consolidacion_Deuda;9410.63;14;0.0837;0.0;0.95;4;2;0.079207;1
36;Hombre;Casado;Secundaria;Autonomo;Construccion;1;Cedida;Si;5191.78;Consumo;Electrodomesticos;3514.04;24;0.1357;0.0;0.3883;4;0;0.003008;0
46;Mujer;Soltero;Formacion Profesional;Indefinido;Sector Publico;3;Propia_Pagada;No;34485.16;Consumo;Otros;9199.25;19;0.0926;0.0;0.1818;5;0;0.002169;0
57;Mujer;Casado;Posgrado;Indefinido;Hosteleria;0;Propia_Pagada;No;85948.33;Auto;Compra_Vehiculo;60000.0;53;0.0576;0.0;0.1794;3;0;0.000459;0
63;Hombre;Casado;Sin Estudios;Inactivo;Salud;2;Propia_Hipoteca;Si;10625.62;Auto;Compra_Vehiculo;5258.23;77;0.0459;0.0;0.0892;3;0;0.005715;0
70;Mujer;Casado;Formacion Profesional;Inactivo;Agropecuario;4;Propia_Pagada;No;26452.59;Personal;Otros;5503.99;50;0.1073;0.0;0.0621;9;0;0.002806;0
60;Mujer;Casado;Formacion Profesional;Autonomo;Hosteleria;0;Propia_Hipoteca;Si;7047.23;Personal;Reforma_Hogar;8455.55;25;0.1398;0.0;0.6672;2;2;0.147845;1
42;Hombre;Divorciado;Secundaria;Autonomo;Sector Publico;4;Alquiler;No;19479.33;Personal;Otros;26764.66;33;0.1209;0.0;0.5898;4;0;0.005829;0
27;Mujer;Casado;Bachillerato;Temporal;Agropecuario;2;Alquiler;No;21375.68;Auto;Compra_Vehiculo;23385.15;68;0.0539;0.0;0.2244;1;0;0.005806;0
49;Mujer;Casado;Grado;Autonomo;Otros;1;Propia_Pagada;No;19236.91;Auto;Compra_Vehiculo;26722.1;82;0.0408;0.0;0.2333;1;0;0.004794;0
55;Hombre;Casado;Secundaria;Autonomo;Salud;5;Propia_Hipoteca;Si;34803.44;Personal;Reforma_Hogar;47384.9;25;0.0739;0.0;0.7072;1;1;0.188352;1
18;Hombre;Soltero;Bachillerato;Temporal;Educacion;0;Alquiler;No;39064.09;Personal;Consolidacion_Deuda;62035.59;39;0.1173;0.0;0.59;0;0;0.007731;0
24;Mujer;Soltero;Grado;Funcionario;Salud;0;Alquiler;No;31886.34;Consumo;Viajes;19938.68;7;0.1397;0.0;0.95;0;0;0.006258;0
36;Mujer;Casado;Primaria;Funcionario;Sector Publico;0;Alquiler;No;14834.93;Personal;Otros;27985.38;40;0.1078;0.0;0.6762;1;0;0.004088;0
32;Mujer;Divorciado;Grado;Autonomo;Sector Publico;1;Propia_Hipoteca;Si;4364.63;Consumo;Tecnologia;1582.32;16;0.0658;0.0;0.2847;0;0;0.002865;0
22;Mujer;Soltero;Bachillerato;Temporal;Tecnologia;0;Propia_Hipoteca;Si;32567.83;Hipotecario;Compra_Vivienda;146075.68;281;0.0215;0.8196;0.2439;0;0;0.006465;0
46;Hombre;Casado;Formacion Profesional;Indefinido;Salud;2;Alquiler;No;37248.61;Consumo;Otros;24546.39;20;0.1265;0.0;0.4406;5;0;0.003708;0
56;Mujer;Soltero;Formacion Profesional;Indefinido;Otros;5;Propia_Hipoteca;Si;67437.1;Auto;Compra_Vehiculo;30028.61;73;0.054;0.0;0.086;2;0;0.001115;0
39;Mujer;Casado;Formacion Profesional;Autonomo;Otros;1;Propia_Hipoteca;Si;6548.34;Auto;Compra_Vehiculo;5000.0;62;0.059;0.0;0.1718;3;0;0.002783;0
22;Mujer;Soltero;Grado;Desempleado;Otros;0;Alquiler;No;3773.42;Consumo;Viajes;2338.49;20;0.1109;0.0;0.409;0;0;0.172161;1
44;Hombre;Casado;Posgrado;Desempleado;Salud;2;Propia_Hipoteca;Si;7166.91;Consumo;Tecnologia;5000.0;11;0.1432;0.0;0.8166;2;4;0.823046;1
28;Mujer;Soltero;Formacion Profesional;Temporal;Otros;0;Alquiler;No;29525.19;Hipotecario;Compra_Vivienda;109399.9;193;0.0253;0.3916;0.2807;6;0;0.003649;0
29;Mujer;Soltero;Grado;Indefinido;Tecnologia;0;Cedida;Si;221910.72;Hipotecario;Compra_Vivienda;500000.0;232;0.0204;0.6224;0.1411;2;0;0.000812;0
53;Mujer;Soltero;Formacion Profesional;Autonomo;Otros;2;Propia_Hipoteca;Si;12110.29;Personal;Otros;11647.12;52;0.1313;0.0;0.2922;4;2;0.056685;0
56;Hombre;Casado;Secundaria;Desempleado;Salud;1;Propia_Hipoteca;Si;7871.04;Consumo;Otros;1111.6;24;0.0889;0.0;0.0773;3;1;0.387789;1
38;Mujer;Casado;Secundaria;Autonomo;Ventas;3;Propia_Hipoteca;Si;8342.1;Consumo;Otros;6148.12;16;0.0733;0.0;0.5819;2;0;0.004714;0
50;Hombre;Casado;Grado;Indefinido;Tecnologia;3;Cedida;No;64334.32;Hipotecario;Compra_Vivienda;366811.61;332;0.0305;1.0462;0.3052;5;0;0.001352;0
29;Hombre;Soltero;Grado;Indefinido;Sector Publico;0;Propia_Hipoteca;Si;106966.92;Hipotecario;Reforma_Vivienda;480797.32;259;0.0361;0.644;0.3002;1;0;0.000838;0
48;Hombre;Soltero;Formacion Profesional;Indefinido;Ventas;0;Propia_Hipoteca;Si;13412.9;Personal;Educacion;10536.46;46;0.1489;0.0;0.2702;4;0;0.001701;0
37;Mujer;Casado;Secundaria;Indefinido;Construccion;2;Alquiler;No;14484.37;Auto;Compra_Vehiculo;20297.07;55;0.0779;0.0;0.3646;0;0;0.002371;0
26;Mujer;Soltero;Posgrado;Temporal;Agropecuario;0;Alquiler;No;61533.94;Personal;Consolidacion_Deuda;80000.0;58;0.1199;0.0;0.3558;0;0;0.001979;0
31;Hombre;Casado;Primaria;Autonomo;Construccion;1;Propia_Hipoteca;Si;76345.24;Personal;Viajes;80000.0;33;0.0761;0.0;0.4235;1;0;0.001705;0
46;Mujer;Divorciado;Grado;Indefinido;Tecnologia;0;Propia_Pagada;No;38354.02;Consumo;Viajes;6410.52;14;0.1247;0.0;0.1547;2;0;0.001998;0
24;Hombre;Soltero;Bachillerato;Funcionario;Sector Publico;0;Propia_Hipoteca;Si;29841.1;Personal;Educacion;57724.52;23;0.1101;0.0;0.95;0;0;0.009054;0
38;Hombre;Casado;Formacion Profesional;Funcionario;Salud;3;Alquiler;No;30090.46;Hipotecario;Compra_Vivienda;171500.96;332;0.0126;0.5556;0.244;5;0;0.000787;0
54;Hombre;Casado;Sin Estudios;Indefinido;Tecnologia;0;Alquiler;No;10679.25;Personal;Consolidacion_Deuda;13245.33;31;0.1349;0.0;0.5713;8;0;0.00296;0
36;Mujer;Divorciado;Formacion Profesional;Indefinido;Otros;1;Propia_Hipoteca;Si;15840.02;Hipotecario;Compra_Vivienda;85634.36;251;0.0299;0.6405;0.3481;3;0;0.001864;0
23;Mujer;Divorciado;Primaria;Indefinido;Hosteleria;1;Alquiler;No;17080.34;Consumo;Tecnologia;8954.46;9;0.1445;0.0;0.7418;1;0;0.009527;0
38;Mujer;Casado;Bachillerato;Funcionario;Sector Publico;3;Cedida;No;13553.26;Consumo;Viajes;3221.53;8;0.1329;0.0;0.3745;2;0;0.001003;0
50;Hombre;Divorciado;Formacion Profesional;Autonomo;Otros;1;Propia_Hipoteca;Si;130633.01;Auto;Compra_Vehiculo;55823.03;62;0.0541;0.0;0.095;3;0;0.001151;0
26;Hombre;Casado;Secundaria;Indefinido;Salud;1;Alquiler;Si;15424.28;Consumo;Tecnologia;10657.81;19;0.1307;0.0;0.4855;1;0;0.003899;0
56;Hombre;Soltero;Secundaria;Indefinido;Hosteleria;2;Propia_Pagada;No;56621.66;Hipotecario;Compra_Vivienda;299088.45;352;0.0113;0.6756;0.2117;1;0;0.001675;0
51;Hombre;Casado;Bachillerato;Indefinido;Educacion;2;Propia_Pagada;No;16532.4;Auto;Compra_Vehiculo;12939.03;69;0.0412;0.0;0.1531;4;0;0.002122;0
46;Mujer;Casado;Sin Estudios;Indefinido;Ventas;1;Propia_Pagada;No;10855.71;Consumo;Viajes;1621.55;22;0.0768;0.0;0.0876;1;0;0.001397;0
48;Otro;Soltero;Secundaria;Desempleado;Hosteleria;0;Alquiler;No;4175.62;Consumo;Otros;2487.04;22;0.0773;0.0;0.3495;1;0;0.070106;1
43;Mujer;Soltero;Secundaria;Indefinido;Salud;0;Alquiler;Si;23816.58;Consumo;Viajes;14430.15;21;0.121;0.0;0.3859;5;0;0.00173;0
46;Mujer;Casado;Primaria;Funcionario;Salud;4;Cedida;No;9848.22;Personal;Salud;12842.05;54;0.1307;0.0;0.3848;4;0;0.00086;0
42;Hombre;Casado;Secundaria;Autonomo;Sector Publico;3;Alquiler;No;12144.47;Consumo;Tecnologia;9633.07;10;0.0618;0.0;0.95;5;0;0.020567;0
52;Mujer;Casado;Grado;Autonomo;Tecnologia;3;Propia_Hipoteca;Si;72495.78;Hipotecario;Compra_Vivienda;422616.02;230;0.0382;0.9688;0.4295;4;0;0.004531;0
57;Mujer;Casado;Bachillerato;Indefinido;Salud;0;Alquiler;Si;34605.08;Consumo;Electrodomesticos;5514.03;18;0.1073;0.0;0.1155;3;0;0.001515;0
32;Mujer;Casado;Formacion Profesional;Indefinido;Salud;1;Propia_Hipoteca;Si;23838.1;Consumo;Viajes;9300.42;19;0.1372;0.0;0.2755;2;0;0.002272;0
33;Hombre;Casado;Formacion Profesional;Funcionario;Salud;4;Alquiler;No;84004.82;Personal;Consolidacion_Deuda;45748.24;52;0.0791;0.0;0.1489;4;0;0.0002;0
37;Hombre;Divorciado;Grado;Autonomo;Hosteleria;1;Propia_Pagada;No;18759.79;Consumo;Viajes;4072.25;23;0.1465;0.0;0.1306;1;0;0.00189;0
34;Hombre;Casado;Sin Estudios;Temporal;Otros;3;Alquiler;No;17967.67;Hipotecario;Compra_Vivienda;101596.54;254;0.0121;0.6552;0.3028;1;0;0.005548;0
55;Mujer;Casado;Formacion Profesional;Indefinido;Hosteleria;1;Propia_Pagada;No;11276.22;Auto;Compra_Vehiculo;7183.49;79;0.0686;0.0;0.1205;4;0;0.003023;0
24;Hombre;Soltero;Grado;Desempleado;Salud;0;Cedida;No;5992.3;Consumo;Electrodomesticos;1574.09;18;0.1447;0.0;0.1959;1;0;0.048771;0
48;Mujer;Casado;Bachillerato;Indefinido;Educacion;2;Propia_Pagada;No;14300.29;Consumo;Tecnologia;6514.27;20;0.0881;0.0;0.2949;6;0;0.001546;0
58;Hombre;Viudo;Posgrado;Indefinido;Construccion;0;Alquiler;Si;6019.33;Consumo;Electrodomesticos;2990.5;10;0.0631;0.0;0.6135;3;0;0.016979;0
35;Mujer;Viudo;Formacion Profesional;Desempleado;Tecnologia;0;Cedida;No;957.47;Consumo;Viajes;500.0;23;0.1242;0.0;0.3076;3;0;0.055807;0
59;Mujer;Soltero;Formacion Profesional;Indefinido;Otros;2;Alquiler;No;17973.06;Hipotecario;Reforma_Vivienda;101576.24;328;0.0142;0.7918;0.2495;1;0;0.001786;0
55;Hombre;Casado;Posgrado;Funcionario;Sector Publico;1;Alquiler;No;58462.59;Consumo;Viajes;17033.69;21;0.1302;0.0;0.1871;4;0;0.000391;0
37;Mujer;Casado;Posgrado;Indefinido;Hosteleria;3;Cedida;No;19831.38;Consumo;Tecnologia;9450.24;10;0.0646;0.0;0.5889;3;0;0.003117;0
51;Hombre;Casado;Posgrado;Indefinido;Salud;0;Propia_Hipoteca;Si;82438.21;Consumo;Viajes;30000.0;10;0.0984;0.0;0.4566;4;0;0.001254;0
32;Hombre;Soltero;Secundaria;Temporal;Agropecuario;0;Alquiler;No;9991.89;Consumo;Otros;2826.22;12;0.0835;0.0;0.2958;0;0;0.005374;0
28;Hombre;Soltero;Formacion Profesional;Indefinido;Salud;0;Cedida;No;43193.06;Personal;Reforma_Hogar;65052.36;25;0.0676;0.0;0.777;2;0;0.007131;0
36;Mujer;Casado;Formacion Profesional;Indefinido;Otros;2;Alquiler;No;30883.99;Personal;Otros;53496.99;55;0.0735;0.0;0.4463;1;0;0.003678;0
58;Mujer;Casado;Grado;Funcionario;Sector Publico;2;Alquiler;No;29072.07;Hipotecario;Compra_Vivienda;114246.47;192;0.0188;0.396;0.2847;2;0;0.000926;0
36;Mujer;Casado;Secundaria;Indefinido;Otros;2;Alquiler;No;11894.52;Personal;Viajes;15418.73;18;0.1031;0.0;0.9365;2;1;0.060865;1
42;Mujer;Casado;Grado;Desempleado;Educacion;1;Alquiler;No;2752.94;Consumo;Otros;1447.55;22;0.064;0.0;0.3047;1;0;0.094086;1
29;Mujer;Soltero;Secundaria;Autonomo;Construccion;0;Alquiler;No;11482.38;Personal;Reforma_Hogar;10966.55;19;0.0797;0.0;0.6441;3;0;0.014271;0
52;Hombre;Casado;Bachillerato;Funcionario;Salud;1;Cedida;No;42630.57;Consumo;Viajes;25911.6;19;0.1355;0.0;0.4287;5;0;0.002163;0
51;Hombre;Soltero;Secundaria;Autonomo;Hosteleria;3;Alquiler;No;362818.44;Personal;Educacion;80000.0;55;0.1094;0.0;0.0614;3;0;0.001111;0
33;Hombre;Casado;Bachillerato;Indefinido;Otros;2;Propia_Pagada;No;44970.85;Consumo;Otros;11051.8;17;0.0649;0.0;0.182;2;0;0.002163;0
18;Hombre;Soltero;Secundaria;Indefinido;Ventas;0;Propia_Hipoteca;Si;24714.45;Personal;Reforma_Hogar;46515.73;18;0.1248;0.0;0.95;0;0;0.011662;0
37;Mujer;Divorciado;Secundaria;Indefinido;Tecnologia;2;Propia_Hipoteca;Si;45579.15;Consumo;Tecnologia;22979.96;20;0.1491;0.0;0.3435;4;0;0.001537;0
47;Mujer;Casado;Grado;Temporal;Ventas;2;Propia_Pagada;No;122559.42;Consumo;Otros;30000.0;16;0.0943;0.0;0.1961;6;0;0.002213;0
41;Mujer;Casado;Grado;Indefinido;Otros;3;Alquiler;No;51799.08;Auto;Compra_Vehiculo;32663.69;65;0.0592;0.0;0.1364;4;0;0.001268;0
42;Hombre;Divorciado;Primaria;Indefinido;Tecnologia;0;Alquiler;No;74531.22;Personal;Salud;80000.0;12;0.1232;0.0;0.95;5;0;0.005208;0
46;Mujer;Casado;Primaria;Indefinido;Tecnologia;2;Alquiler;Si;55919.65;Personal;Otros;36632.09;33;0.1078;0.0;0.2763;6;0;0.001612;0
35;Hombre;Casado;Bachillerato;Temporal;Otros;2;Propia_Pagada;No;20700.32;Auto;Compra_Vehiculo;15800.77;40;0.0541;0.0;0.2508;1;0;0.008461;0
26;Mujer;Soltero;Secundaria;Indefinido;Ventas;0;Alquiler;No;8302.94;Consumo;Viajes;3579.69;19;0.1471;0.0;0.3069;4;0;0.001558;0
50;Hombre;Casado;Formacion Profesional;Funcionario;Educacion;4;Propia_Pagada;No;33683.46;Hipotecario;Reforma_Vivienda;123521.5;243;0.0351;0.7976;0.2533;3;0;0.000848;0
31;Mujer;Soltero;Primaria;Indefinido;Salud;1;Propia_Hipoteca;Si;35379.79;Consumo;Viajes;6669.25;20;0.134;0.0;0.1268;3;0;0.001834;0
27;Mujer;Divorciado;Posgrado;Indefinido;Hosteleria;1;Cedida;No;28288.56;Personal;Consolidacion_Deuda;49324.74;25;0.133;0.0;0.95;3;0;0.015198;0
48;Mujer;Divorciado;Secundaria;Autonomo;Tecnologia;4;Propia_Hipoteca;Si;15144.82;Consumo;Viajes;2368.42;19;0.0841;0.0;0.1058;4;0;0.004277;0
28;Mujer;Soltero;Formacion Profesional;Indefinido;Sector Publico;0;Propia_Pagada;No;60541.47;Personal;Viajes;67011.55;17;0.0745;0.0;0.8257;1;0;0.008838;0
32;Hombre;Casado;Posgrado;Funcionario;Sector Publico;2;Propia_Pagada;No;40436.79;Hipotecario;Compra_Vivienda;121502.52;282;0.0117;0.3554;0.1463;0;0;0.000834;0
60;Mujer;Casado;Secundaria;Funcionario;Salud;0;Propia_Pagada;No;17071.42;Personal;Otros;8047.31;42;0.0785;0.0;0.1545;3;0;0.000629;0
61;Mujer;Divorciado;Primaria;Temporal;Ventas;0;Propia_Pagada;No;5537.7;Personal;Reforma_Hogar;4389.38;32;0.1328;0.0;0.3546;5;0;0.003699;0
56;Mujer;Soltero;Grado;Indefinido;Tecnologia;1;Alquiler;No;224690.27;Personal;Otros;80000.0;43;0.1478;0.0;0.1286;6;0;0.000484;0
51;Mujer;Casado;Posgrado;Autonomo;Sector Publico;1;Propia_Hipoteca;Si;240612.61;Personal;Reforma_Hogar;80000.0;14;0.1404;0.0;0.3106;3;0;0.0009;0
55;Hombre;Casado;Secundaria;Indefinido;Educacion;1;Propia_Pagada;No;9271.8;Personal;Salud;9399.91;34;0.1225;0.0;0.4253;3;0;0.004051;0
65;Hombre;Casado;Bachillerato;Indefinido;Ventas;2;Cedida;No;3600.68;Consumo;Otros;1966.03;8;0.0679;0.0;0.84;3;0;0.007423;0
55;Hombre;Divorciado;Primaria;Temporal;Ventas;1;Cedida;No;26370.1;Personal;Otros;12958.23;18;0.0962;0.0;0.3531;0;0;0.003747;0
45;Hombre;Casado;Bachillerato;Desempleado;Educacion;2;Alquiler;No;621.63;Consumo;Tecnologia;500.0;19;0.0915;0.0;0.5476;0;0;0.062863;1
52;Hombre;Casado;Sin Estudios;Indefinido;Educacion;1;Propia_Pagada;No;11143.14;Auto;Compra_Vehiculo;7416.51;48;0.0693;0.0;0.191;3;0;0.001687;0
36;Hombre;Casado;Posgrado;Autonomo;Ventas;2;Propia_Pagada;No;63951.69;Auto;Compra_Vehiculo;60000.0;61;0.0421;0.0;0.2053;0;0;0.001701;0
43;Mujer;Divorciado;Bachillerato;Temporal;Otros;1;Propia_Pagada;No;3972.97;Consumo;Tecnologia;2275.27;22;0.0673;0.0;0.3329;5;0;0.003827;0
44;Mujer;Casado;Bachillerato;Indefinido;Salud;4;Alquiler;No;102933.01;Personal;Viajes;80000.0;47;0.083;0.0;0.2331;3;0;0.000488;0
40;Hombre;Divorciado;Grado;Inactivo;Sector Publico;0;Cedida;No;19911.5;Personal;Otros;33217.6;29;0.1326;0.0;0.8106;2;0;0.010098;0
38;Mujer;Soltero;Grado;Indefinido;Hosteleria;0;Propia_Pagada;No;17556.92;Auto;Compra_Vehiculo;9040.28;74;0.044;0.0;0.0955;0;0;0.002215;0
57;Mujer;Divorciado;Secundaria;Autonomo;Hosteleria;1;Propia_Pagada;No;7422.06;Consumo;Electrodomesticos;5437.52;11;0.1013;0.0;0.8403;1;0;0.011502;0
30;Hombre;Soltero;Bachillerato;Indefinido;Hosteleria;0;Alquiler;No;11050.6;Personal;Viajes;17844.96;50;0.1054;0.0;0.4806;0;0;0.004102;0
43;Hombre;Divorciado;Grado;Inactivo;Hosteleria;0;Propia_Pagada;No;12723.84;Personal;Reforma_Hogar;18132.38;57;0.1074;0.0;0.3843;6;0;0.002049;0
26;Mujer;Soltero;Formacion Profesional;Temporal;Salud;0;Alquiler;Si;42583.14;Hipotecario;Compra_Vivienda;192561.88;319;0.0204;0.478;0.2205;0;0;0.005261;0
18;Hombre;Soltero;Secundaria;Indefinido;Otros;0;Propia_Pagada;No;23500.37;Hipotecario;Compra_Vivienda;89591.76;255;0.0202;0.9395;0.2208;3;0;0.002301;0
56;Hombre;Casado;Bachillerato;Funcionario;Sector Publico;2;Propia_Hipoteca;Si;32022.24;Hipotecario;Compra_Vivienda;147769.23;343;0.0323;1.17;0.2476;0;0;0.001445;0
57;Mujer;Casado;Grado;Indefinido;Educacion;3;Cedida;No;23682.33;Consumo;Viajes;15351.71;24;0.0628;0.0;0.3458;4;0;0.001765;0
36;Mujer;Divorciado;Grado;Desempleado;Hosteleria;1;Alquiler;No;3917.59;Consumo;Tecnologia;2892.19;24;0.0845;0.0;0.4025;2;3;0.730375;1
42;Mujer;Casado;Bachillerato;Inactivo;Tecnologia;4;Propia_Hipoteca;Si;26157.95;Consumo;Otros;14067.49;20;0.0908;0.0;0.3489;1;0;0.002901;0
38;Mujer;Soltero;Bachillerato;Indefinido;Hosteleria;1;Propia_Hipoteca;Si;15328.17;Hipotecario;Compra_Vivienda;86964.4;223;0.0157;0.5111;0.3523;4;0;0.001796;0
38;Mujer;Soltero;Primaria;Indefinido;Tecnologia;2;Propia_Hipoteca;Si;14025.56;Personal;Salud;25135.82;19;0.1194;0.0;0.95;3;0;0.01875;0
36;Mujer;Casado;Formacion Profesional;Autonomo;Tecnologia;3;Propia_Pagada;No;400000.0;Auto;Compra_Vehiculo;60000.0;82;0.066;0.0;0.0273;3;0;0.0012;0
47;Hombre;Casado;Primaria;Indefinido;Agropecuario;4;Alquiler;No;8807.89;Auto;Compra_Vehiculo;10071.03;47;0.0775;0.0;0.3394;5;0;0.001394;0
37;Mujer;Soltero;Formacion Profesional;Temporal;Otros;0;Propia_Hipoteca;Si;88341.67;Consumo;Tecnologia;30000.0;8;0.12;0.0;0.5326;3;0;0.002347;0
46;Hombre;Casado;Formacion Profesional;Indefinido;Hosteleria;3;Propia_Hipoteca;Si;15802.77;Personal;Educacion;24392.69;26;0.1251;0.0;0.817;8;1;0.073065;1
62;Hombre;Casado;Grado;Temporal;Sector Publico;3;Cedida;Si;33772.65;Consumo;Tecnologia;26739.22;10;0.0867;0.0;0.95;0;0;0.028014;0
46;Hombre;Soltero;Formacion Profesional;Temporal;Construccion;0;Alquiler;No;12167.69;Consumo;Tecnologia;5031.74;20;0.082;0.0;0.2663;2;0;0.004287;0
43;Hombre;Casado;Bachillerato;Indefinido;Tecnologia;3;Propia_Hipoteca;Si;15850.63;Consumo;Viajes;4254.55;22;0.0763;0.0;0.1573;2;0;0.001886;0
35;Hombre;Soltero;Secundaria;Indefinido;Tecnologia;2;Alquiler;No;29355.77;Personal;Consolidacion_Deuda;16440.15;24;0.0882;0.0;0.3065;2;2;0.016888;0
41;Mujer;Casado;Bachillerato;Autonomo;Otros;0;Alquiler;No;4018.91;Auto;Compra_Vehiculo;5000.0;47;0.0555;0.0;0.3542;5;0;0.002326;0
21;Mujer;Soltero;Formacion Profesional;Temporal;Tecnologia;0;Cedida;Si;37235.03;Personal;Consolidacion_Deuda;45284.0;17;0.0773;0.0;0.9091;0;3;0.330426;1
60;Mujer;Casado;Grado;Autonomo;Otros;0;Propia_Pagada;No;91586.06;Hipotecario;Reforma_Vivienda;348935.96;211;0.0187;0.5567;0.2543;5;0;0.001264;0
30;Mujer;Soltero;Grado;Temporal;Hosteleria;0;Propia_Pagada;No;19079.66;Hipotecario;Reforma_Vivienda;80000.0;278;0.0216;0.4732;0.2301;0;0;0.003334;0
18;Mujer;Soltero;Formacion Profesional;Funcionario;Sector Publico;0;Alquiler;No;33125.38;Consumo;Electrodomesticos;3687.74;17;0.0662;0.0;0.0825;0;0;0.000727;0
40;Mujer;Soltero;Grado;Autonomo;Otros;0;Propia_Hipoteca;Si;12202.54;Auto;Compra_Vehiculo;8768.88;81;0.0738;0.0;0.1355;3;0;0.004048;0
46;Hombre;Divorciado;Grado;Temporal;Hosteleria;0;Alquiler;No;13518.15;Consumo;Otros;6393.1;9;0.1182;0.0;0.662;8;0;0.021807;0
57;Mujer;Casado;Primaria;Indefinido;Tecnologia;0;Propia_Hipoteca;Si;6948.05;Auto;Compra_Vehiculo;10034.75;57;0.0569;0.0;0.3477;8;0;0.002515;0
44;Hombre;Divorciado;Secundaria;Funcionario;Sector Publico;1;Alquiler;No;17137.62;Personal;Educacion;28618.96;50;0.129;0.0;0.5202;4;0;0.001359;0
53;Mujer;Casado;Bachillerato;Indefinido;Otros;4;Propia_Pagada;No;18798.87;Consumo;Tecnologia;2255.0;23;0.1031;0.0;0.0692;3;1;0.018153;0
53;Mujer;Divorciado;Grado;Temporal;Otros;2;Alquiler;No;4694.72;Personal;Consolidacion_Deuda;7326.99;49;0.0689;0.0;0.4396;6;0;0.018428;0
51;Hombre;Soltero;Secundaria;Indefinido;Construccion;1;Propia_Hipoteca;Si;40128.19;Personal;Salud;19876.72;18;0.1063;0.0;0.3587;5;0;0.001441;0
28;Mujer;Casado;Bachillerato;Indefinido;Tecnologia;5;Propia_Hipoteca;Si;17547.83;Personal;Educacion;3776.0;13;0.1475;0.0;0.2161;1;0;0.001684;0
48;Mujer;Divorciado;Formacion Profesional;Funcionario;Educacion;2;Propia_Hipoteca;Si;43077.08;Consumo;Tecnologia;28317.52;6;0.1013;0.0;0.95;3;0;0.004194;0
25;Mujer;Soltero;Posgrado;Indefinido;Tecnologia;0;Propia_Hipoteca;Si;237158.55;Personal;Otros;80000.0;15;0.0758;0.0;0.2837;2;2;0.003707;0
65;Hombre;Soltero;Bachillerato;Inactivo;Tecnologia;1;Propia_Pagada;No;21004.36;Auto;Compra_Vehiculo;23046.77;67;0.0565;0.0;0.2296;7;0;0.003501;0
50;Mujer;Casado;Formacion Profesional;Funcionario;Salud;2;Alquiler;No;52472.98;Auto;Compra_Vehiculo;42419.07;48;0.0692;0.0;0.2319;3;0;0.00045;0
34;Mujer;Soltero;Grado;Indefinido;Salud;0;Propia_Hipoteca;Si;16545.35;Consumo;Viajes;4673.54;6;0.1243;0.0;0.5856;1;0;0.002878;0
46;Hombre;Casado;Grado;Funcionario;Salud;1;Propia_Pagada;No;57516.11;Hipotecario;Compra_Vivienda;244519.53;327;0.0397;1.0356;0.2556;4;0;0.000829;0
29;Hombre;Soltero;Posgrado;Indefinido;Sector Publico;0;Cedida;No;26884.85;Consumo;Viajes;17052.87;22;0.0887;0.0;0.3761;1;0;0.002802;0
23;Mujer;Soltero;Grado;Temporal;Salud;0;Alquiler;No;43315.95;Auto;Compra_Vehiculo;21336.8;54;0.0574;0.0;0.1245;0;0;0.004279;0
52;Mujer;Soltero;Grado;Indefinido;Hosteleria;3;Propia_Pagada;No;14667.46;Consumo;Otros;1738.71;22;0.075;0.0;0.0694;3;2;0.011812;0
30;Hombre;Casado;Bachillerato;Indefinido;Hosteleria;2;Propia_Hipoteca;Si;47634.2;Hipotecario;Compra_Vivienda;240539.91;287;0.0361;1.0155;0.3157;5;2;0.007232;0
39;Hombre;Casado;Grado;Indefinido;Educacion;5;Alquiler;No;33820.63;Auto;Compra_Vehiculo;13566.73;46;0.0548;0.0;0.1163;3;0;0.001572;0
44;Mujer;Casado;Secundaria;Indefinido;Agropecuario;2;Propia_Hipoteca;Si;16317.78;Hipotecario;Reforma_Vivienda;80000.0;202;0.0375;0.6054;0.3933;6;0;0.001883;0
39;Mujer;Divorciado;Grado;Indefinido;Construccion;2;Propia_Hipoteca;Si;20406.46;Auto;Compra_Vehiculo;11804.93;39;0.0762;0.0;0.2015;2;0;0.002194;0
29;Hombre;Casado;Grado;Indefinido;Ventas;2;Alquiler;No;14520.06;Personal;Reforma_Hogar;17781.89;53;0.1101;0.0;0.3514;1;0;0.001413;0
